text_id,para_number,type_manual,para,para_en
ICPE-33-1971_RES1-FR_res_67,35,operative,17. Une grande importance devrait être accordée aux services d'orientation sociale et professionnelle pour atténuer les désavantages dus au milieu.,17. Great importance should be given to social and vocational guidance services in order to mitigate disadvantages arising from the environment.
ICPE-33-1971_RES1-FR_res_67,36,operative,"18. Les candidats à l'enseignement et les maîtres en service devraient avoir la possibilité d'étudier les différentes composantes du milieu social et leur influence sur la carrière scolaire. Il paraît souhaitable que certains maîtres soient spécialement préparés en vue de l'enseignement aux enfants déficients et socialement désavantagés ; et que les besoins particuliers des enfants désavantagés et déficients figurent dans les programmes de formation de tous les maîtres. A cette fin, ils devraient recevoir une formation psychopédagogique et sociologique spéciale.","18. Prospective teachers and those currently in service should have the opportunity to study the various components of the social environment and their influence on the school career. It appears desirable that some teachers be specially trained to teach children with disabilities and those who are socially disadvantaged; and that the specific needs of disadvantaged and disabled children be included in the training programs for all teachers. To this end, they should receive special psycho-pedagogical and sociological training."
ICPE-33-1971_RES1-FR_res_67,37,operative,19. Il conviendrait également que l maîtres puissent devenir des animateurs culturels de la communauté.,19. It would also be appropriate for teachers to become cultural facilitators within the community.
ICPE-33-1971_RES1-FR_res_67,38,operative,"20. Afin d'améliorer et d'intensifier la collaboration entre l'école et la famille, il conviendrait que l'école puisse disposer de travailleurs sociaux et d'autres spécialistes formés pour entrer en contact avec les groupes défavorisés. L'école devrait entreprendre et appliquer des programmes d'action sociale et d'éducation des parents.","20. In order to improve and strengthen collaboration between the school and the family, it would be appropriate for the school to have social workers and other specialists trained to engage with disadvantaged groups. The school should undertake and implement social action programs as well as parent education initiatives."
ICPE-33-1971_RES1-FR_res_67,39,operative,"21. Il conviendrait de donner aux maîtres la formation nécessaire pour qu'ils organisent leurs classes de manière à assurer l'instruction des élèves par petits groupes, ou de mettre au point diverses formes d'aide aux petits groupes, ce qui leur permettrait de répondre aux besoins de chaque enfant. Ils pourraient être aidés dans cette tâche par des stagiaires, ou par des auxiliaires ou des aides spécialement formés à cet effet. 28","21. Teachers should be provided with the necessary training to organize their classes in a manner that ensures instruction of students in small groups, or to develop various forms of support for small groups, enabling them to meet the needs of each child. They could be assisted in this task by trainees, or by auxiliaries or aides specifically trained for this purpose."
ICPE-33-1971_RES1-FR_res_67,40,operative,"22. Il importe que les diverses mesures mentionnées dans les paragraphes précédents soient appliquées à tous les niveaux de l’enseignement. En particulier, il serait nécessaire de les intensifier au début de l'école primaire et à l'entrée, dans l'enseignement secondaire.","22. It is essential that the various measures mentioned in the preceding paragraphs be applied at all levels of education. In particular, it would be necessary to intensify them at the beginning of primary school and upon entry into secondary education."
ICPE-33-1971_RES1-FR_res_67,41,operative,"23. Il conviendrait de vouer une attention particulière à la formation des maîtres de l'enseignement professionnel, en insistant spécialement sur les méthodes d'enseignement pour les élèves des groupes défavorisés.","Special attention should be given to the training of vocational education teachers, with particular emphasis on teaching methods for students from disadvantaged groups."
ICPE-33-1971_RES1-FR_res_67,42,operative,"24. Le recrutement, le choix et l'affectation de maîtres compétents pour les zones défavorisées devraient faire l'objet de la plus grande attention et il convient de les encourager par tous les moyens. Aucun effort ne devrait être épargné pour que les mouvements de personnel y soient aussi réduits que possible.","24. The recruitment, selection, and assignment of competent teachers to disadvantaged areas should receive the utmost attention and should be encouraged by all means. Every effort should be made to minimize staff turnover in these areas."
ICPE-33-1971_RES1-FR_res_67,43,operative,"25. Il convient de resserrer à tous les niveaux de l'enseignement la relation maîtres-élèves et d'accorder la plus grande attention à faire naître le sentiment de responsabilité commune parmi les maîtres, les élèves et les parents.","25. It is advisable to strengthen the teacher-student relationship at all levels of education and to devote the utmost attention to fostering a sense of shared responsibility among teachers, students, and parents."
ICPE-33-1971_RES1-FR_res_67,44,operative,"26. Il faudrait organiser systématiquement une formation spécifique des cadres et des enseignants de l'éducation des adultes. On accordera une place importante à la recherche des méthodes propres à ce type d'enseignement, de même qu'à la nature des relations enseignants-enseignés. Il paraît souhaitable que les adultes assument une part des responsabilités liées à leur propre formation.","26. Specific training for managers and teachers in adult education should be systematically organized. Significant emphasis will be placed on researching methods appropriate to this type of education, as well as on the nature of the relationships between teachers and learners. It appears desirable that adults take on a share of the responsibilities related to their own education."
ICPE-33-1971_RES1-FR_res_67,45,operative,"27. L’innovation est souhaitable à tous les niveaux de l’enseignement, en particulier pour contribuer à combler l'écart qui existe entre la vie culturelle des milieux défavorisés et celle de l'école. Il importe, dans ce but, d'entreprendre des recherches et expériences afin de déterminer les méthodes les plus efficaces, en tenant compte des besoins divers des collectivités intéressées. Il paraît souhaitable que les stratégies mises en œuvre varient d'une région à une autre, d'une collectivité à une autre, compte tenu des caractéristiques propres à chacune d'entre elles.","27. Innovation is desirable at all levels of education, particularly to help bridge the gap between the cultural life of disadvantaged communities and that of the school. To this end, it is important to undertake research and experiments to determine the most effective methods, taking into account the diverse needs of the communities concerned. It is considered desirable that the strategies implemented vary from one region to another, and from one community to another, in accordance with the specific characteristics of each."
ICPE-33-1971_RES1-FR_res_67,46,operative,"28. Il convient d'établir, dès maintenant, les plans et les stratégies qui permettront d'accroître la valeur éducative des grands moyens d'information, privés et publics, tant pour la jeunesse que pour les parents.","28. Plans and strategies should be established immediately to enhance the educational value of the major private and public media, both for young people and for parents."
ICPE-33-1971_RES1-FR_res_67,47,operative,29. La réforme scolaire et la planification générale de l'éducation devront tenir compte des résultats acquis par l'expérimentation sur la démocratisation de l'éducation.,29. School reform and the general planning of education must take into account the findings obtained from experimentation on the democratization of education.
ICPE-33-1971_RES1-FR_res_67,48,operative,"30. Les variables qui influent sur les résultats scolaires de l'enfant sont complexes et, peuvent différer d'une société à l'autre. Les variables et leurs effets étant encore mal connus, il convient d'entreprendre de nouvelles recherches approfondies.","30. The variables that influence a child's academic performance are complex and may differ from one society to another. Since these variables and their effects are still poorly understood, it is necessary to undertake new, in-depth research."
ICPE-33-1971_RES1-FR_res_67,49,operative,"31. Les recherches et les études sur le milieu social des élèves devraient être coordonnées avec celles d'autres services intéressés, en tenant compte du développement intellectuel, moral et social des enfants et des adolescents.","31. Research and studies on the social environment of students should be coordinated with those of other concerned services, taking into account the intellectual, moral, and social development of children and adolescents."
ICPE-33-1971_RES1-FR_res_67,50,operative,"32. Il apparaît nécessaire d'effectuer des études sur les éléments complexes d'une collectivité donnée (tendances des migrations, influence des traditions, problèmes linguistiques, etc.), études qui aideraient à surmonter les difficultés auxquelles se heurte l'enseignement.","32. It is necessary to conduct studies on the complex elements of a given community (migration trends, the influence of traditions, linguistic problems, etc.), studies that would help to overcome the difficulties encountered in education."
ICPE-33-1971_RES1-FR_res_67,51,operative,"33. La coopération internationale est une condition importante à remplir pour atteindre les objectifs ci-dessus qui correspondent aux buts de la Deuxième Décennie du développement tels qu'ils sont énoncés dans la Résolution 9. 11 adoptée par la Conférence générale, à sa seizième session. Etant donné la nécessité de poursuivre les efforts de recherches pédagogiques, les organismes internationaux, régionaux et nationaux compétents devraient renforcer leur coopération à cette fin.","33. International cooperation is an important prerequisite for achieving the above objectives, which correspond to the goals of the Second Development Decade as set forth in Resolution 9.11 adopted by the General Conference at its sixteenth session. Given the necessity to continue efforts in educational research, the competent international, regional, and national organizations should strengthen their cooperation for this purpose."
ICPE-33-1971_RES1-FR_res_67,52,operative,"34. Les organismes internationaux, et l'Unesco en particulier, devraient être invités à accorder une plus grande attention aux problèmes découlant des effets que le milieu social exerce sur la scolarité : (a) en poursuivant leur action normative en faveur de l'égalité des chances d'éducation, notamment en ce qui concerne l'éducation des filles, (b) en encourageant la réalisation d'études qui mettent en lumière la nature et la gravité de ces problèmes, (c) en coordonnant et en contribuant à financer dans les Etats membres des recherches portant sur les mesures concrètes qui permettraient de mieux adapter l'enseignement aux besoins de la communauté et des individus, (d) en encourageant dans les Etats membres et sur les plans régional et international le rassemblement, le dépouillement, la présentation sous forme résumée et la diffusion d'informations sur les recherches concernant les diverses étapes de la démocratisation de l'éducation et l'amélioration des chances d'éducation à l'intention des gouvernements, des spécialistes de l'éducation, des enseignants et, en fin de compte des enfants du monde entier. Il convient d'envisager l'établissement d'un système plus dynamique d'échanges d'informations sur la recherche, en tenant compte des systèmes qui existent au niveau régional, (e) en encourageant, tant sur le plan bilatéral que multilatéral, aussi bien sur le plan qualitatif que sur le plan quantitatif, la poursuite et l'accroissement de l'aide matérielle internationale dans certains domaines spécifiques de base, tels que : fourniture aux élèves d'aliments, de manuels, construction d'internats, d'écoles rurales, etc.","34. International organizations, and UNESCO in particular, should be encouraged to pay greater attention to the problems arising from the effects of the social environment on schooling by: (a) continuing their normative actions in favor of equal educational opportunities, notably regarding the education of girls, (b) promoting studies that highlight the nature and severity of these problems, (c) coordinating and contributing to the financing of research in member states on concrete measures that would better adapt education to the needs of the community and individuals, (d) encouraging, in member states and at regional and international levels, the collection, processing, summarization, and dissemination of information on research concerning the various stages of the democratization of education and the improvement of educational opportunities for governments, education specialists, teachers, and ultimately children worldwide. Consideration should be given to establishing a more dynamic system for the exchange of research information, taking into account existing systems at the regional level, (e) promoting, both bilaterally and multilaterally, in terms of both quality and quantity, the continuation and increase of international material aid in certain specific basic areas, such as the provision of food and textbooks to students, the construction of boarding schools, rural schools, etc."
ICPE-33-1971_RES1-FR_res_67,53,operative,"35. Les institutions régionales devraient s'attacher, dans la mesure souhaitable, à harmoniser leurs efforts sur une base régionale, afin de s'aider mutuellement à résoudre des problèmes analogues reliés par des interactions qui pourraient d'une façon ou d'une autre, nuire à la reconnaissance et à la mise en application du concept de la démocratisation des institutions d'éducation.","35. Regional institutions should endeavor, to the extent deemed desirable, to harmonize their efforts on a regional basis, in order to mutually assist one another in resolving analogous problems linked by interactions that could, in one way or another, hinder the recognition and implementation of the concept of democratization of educational institutions."
ICPE-33-1971_RES1-FR_res_67,54,operative,"36. Etant donné l'ampleur des problèmes auxquels les pays en voie de développement doivent faire face, et le fait que nombre d'entre eux risquent de ne pouvoir mener à bien les études, expériences et projets nécessaires, il y a lieu de mener une action internationale concertée, impliquant notamment : (a) un effort plus généreux, tant financier que technique, de la part des pays techniquement avancés ; (b) des mesures à l'échelon international, en particulier dans les pays techniquement avancés afin de permettre aux pays en voie de développement de bénéficier de l'expérience acquise par les pays plus avancés ; (c) des études qui doivent être entreprises ou patronnées par l'Unesco, en particulier par le BIE, en coopération avec d'autres institutions internationales et régionales s'occupant d'éducation, pour permettre aux pays en voie de développement de mettre au point une politique plus démocratique d'admission des enfants dans les places disponibles des établissements d'enseignement, et de mettre au point et d'améliorer les méthodes de sélection et d'identification, de manière à mieux connaître l'aptitude des élèves à poursuivre leurs études ; (d) une aide de l'Unesco destinée à faciliter aux stades de l'organisation et de l'application pratique, la collaboration entre les Etats membres pour la planification et l'exécution de programmes de recherche destinés à déterminer : (i) la nature des relations entre le milieu social et les résultats scolaires ; (ii) quelles sont du point de vue pédagogique, les plus importantes de ces relations ; (iii) la plasticité relative de ces diverses relations et de leurs éléments constitutifs ; (iv) comment et dans quelle direction il faut modifier ces relations pour assurer un développement optimal, et à quelles fins, en insistant particulièrement sur l'amélioration du contenu et des méthodes. ﻿30 (e) une aide de l'Unesco pour la formation, dans des institutions appropriées, de spécialistes de la recherche pédagogique, d'administrateurs planificateurs de l'éducation, de conseillers pédagogiques et autres spécialistes.","36. Given the magnitude of the problems faced by developing countries, and the fact that many of them may be unable to carry out the necessary studies, experiments, and projects, concerted international action is required, involving in particular: (a) a more generous effort, both financial and technical, on the part of technically advanced countries; (b) measures at the international level, especially in technically advanced countries, to enable developing countries to benefit from the experience acquired by more advanced countries; (c) studies to be undertaken or sponsored by UNESCO, particularly by the IIEP, in cooperation with other international and regional institutions concerned with education, to enable developing countries to develop a more democratic policy of admitting children to available places in educational institutions, and to develop and improve selection and identification methods in order to better understand students’ aptitude to continue their studies; (d) assistance from UNESCO to facilitate, at the stages of organization and practical implementation, collaboration among Member States for the planning and execution of research programs intended to determine: (i) the nature of the relationships between the social environment and academic achievement; (ii) which of these relationships are pedagogically most important; (iii) the relative plasticity of these various relationships and their constituent elements; (iv) how and in what direction these relationships should be modified to ensure optimal development, and for what purposes, with particular emphasis on the improvement of content and methods; (e) assistance from UNESCO for the training, in appropriate institutions, of specialists in educational research, education planning administrators, educational advisers, and other specialists."
ICPE-33-1971_RES1-FR_res_67,55,operative,37. La Conférence recommande à l'Unesco (BIE) d'élaborer une méthode de base pour orienter les recherches complexes à entreprendre et faciliter la coopération internationale dans ce domaine.,37. The Conference recommends that UNESCO (IBE) develop a basic method to guide the complex research to be undertaken and to facilitate international cooperation in this field.
ICPE-38-1981_RES1-FR_res_73,1,null,"La Conférence internationale de l'éducation, dont la trente-huitième session a été convoquée à Genève par l'Organisation des Nations Unies pour l'éducation, la science et la culture, du 10 au 19 novembre 1981,","The International Conference on Education, the thirty-eighth session of which was convened in Geneva by the United Nations Educational, Scientific and Cultural Organization from 10 to 19 November 1981,"
ICPE-38-1981_RES1-FR_res_73,2,preambular,"Notant que la Conférence générale de l'Unesco a insisté à diverses reprises et, en particulier, dans ses résolutions 100, adoptée lors de sa dix-neuvième session, 102, adoptée lors de sa vingtième session et 1/01, adoptée à sa vingt et unième session, sur la nécessité d'améliorer les interactions entre l'éducation et le travail productif,","Noting that the General Conference of UNESCO has repeatedly emphasized, in particular in its resolutions 100, adopted at its nineteenth session, 102, adopted at its twentieth session, and 1/01, adopted at its twenty-first session, the necessity of improving the interactions between education and productive work,"
ICPE-38-1981_RES1-FR_res_73,3,preambular,"Tenant compte des conventions, recommandations et déclarations adoptées au niveau international en ce qui concerne l'interaction entre l'éducation et le travail productif et socialement utile et entre l'éducation et le monde du travail, et plus particulièrement de la Recommandation révisée concernant l'enseignement technique et professionnel, adoptée par la Conférence générale de l'Unesco lors de sa dix-huitième session (1974), de la Recommandation relative au développement de l'éducation des adultes, adoptée par la Conférence générale de l'Unesco lors de sa dix-neuvième session (1976), de la Convention 142 et de la Recommandation 150 concernant le rôle de l'orientation et de la formation professionnelles dans la mise en valeur des ressources humaines, adoptées par la Conférence internationale du travail lors de sa soixantième session (1975), de la Recommandation 136 concernant les programmes spéciaux d'emploi et de formation de la jeunesse en vue du développement, adoptée par la Conférence internationale du travail lors de sa cinquante-quatrième session (1970) et de la Recommandation 68 concernant les liens entre l'éducation, la formation et l'emploi, notamment en ce qui concerne l'enseignement secondaire, ses objectifs, sa structure et son contenu, adoptée par la Conférence internationale de l'éducation lors de sa 34e session (1973),","Having regard to the conventions, recommendations, and declarations adopted at the international level concerning the interaction between education and productive and socially useful work and between education and the world of work, and in particular to the Revised Recommendation concerning Technical and Vocational Education, adopted by the General Conference of UNESCO at its eighteenth session (1974), the Recommendation concerning the Development of Adult Education, adopted by the General Conference of UNESCO at its nineteenth session (1976), Convention No. 142 and Recommendation No. 150 concerning the role of vocational guidance and training in the development of human resources, adopted by the International Labour Conference at its sixtieth session (1975), Recommendation No. 136 concerning special employment and training programmes for youth aimed at development, adopted by the International Labour Conference at its fifty-fourth session (1970), and Recommendation No. 68 concerning the links between education, training and employment, particularly as regards secondary education, its objectives, structure, and content, adopted by the International Conference on Education at its thirty-fourth session (1973),"
ICPE-38-1981_RES1-FR_res_73,4,preambular,"Considérant les recommandations et déclarations des dernières conférences régionales des ministres de l'éducation et des responsables de la planification économique dans les Etats membres de l'Unesco,","Having regard to the recommendations and declarations of the recent regional conferences of ministers of education and economic planning officials in the Member States of UNESCO,"
ICPE-38-1981_RES1-FR_res_73,5,preambular,"Notant en particulier que l'importance de l'interaction entre l'éducation et la vie active, à différents niveaux et sous différentes formes, est soulignée dans les recommandations 3 et 5 et la déclaration de la Conférence de Lagos (1976), les recommandations 11 à 16 de la Conférence d'Abou Dhabi (1977), les recommandations 14 à 18 et la déclaration de la Conférence de Colombo (1978), les recommandations 9 à 12 et la déclaration de la Conférence de Mexico (1979) et la recommandation III/3 de la Conférence de Sofia (1980),","Noting in particular that the importance of the interaction between education and working life, at various levels and in different forms, is emphasized in recommendations 3 and 5 and the declaration of the Lagos Conference (1976), recommendations 11 to 16 of the Abu Dhabi Conference (1977), recommendations 14 to 18 and the declaration of the Colombo Conference (1978), recommendations 9 to 12 and the declaration of the Mexico Conference (1979), and recommendation III/3 of the Sofia Conference (1980),"
ICPE-38-1981_RES1-FR_res_73,6,preambular,"Considérant que chaque homme a un droit imprescriptible à recevoir une éducation et à la poursuivre,","Considering that every person has an inalienable right to receive an education and to continue it,"
ICPE-38-1981_RES1-FR_res_73,7,preambular,"Considérant qu'il importe, tant pour l'individu que pour la société, que des interactions réelles s'établissent entre l'éducation et la vie active, en vue de répondre aux besoins qui s'expriment en matière d'actualisation de l'enseignement et d'adaptation permanente de ses structures, de ses programmes et de ses contenus à des situations économiques, culturelles et sociales et à des conditions de travail qui se modifient, de préparer convenablement la totalité des enfants et des jeunes à leur future profession et à une vie enrichissante, et d'accroître l'utilité des programmes d'éducation permanente,","Considering that it is important, both for the individual and for society, that real interactions be established between education and working life, in order to respond to the needs expressed in terms of updating education and the ongoing adaptation of its structures, curricula, and content to changing economic, cultural, and social situations and working conditions, to adequately prepare all children and young people for their future profession and for a fulfilling life, and to increase the usefulness of lifelong education programs,"
ICPE-38-1981_RES1-FR_res_73,8,preambular,"Considérant que l'application des connaissances théoriques à la réalité et le travail productif auquel les élèves ou les étudiants procèdent soit à l'intérieur soit à l'extérieur de l'établissement de formation sont un facteur important de l'éducation moderne, qu'ils favorisent l'édification et la personnalité par la multiplication des contacts avec le monde extérieur et notamment le monde du travail et qu'en outre ils aident l'individu et le groupe à comprendre les valeurs sociales, morales, esthétiques et économiques,","Considering that the application of theoretical knowledge to reality and the productive work carried out by pupils or students either inside or outside the educational institution are an important factor in modern education, that they promote personal development and character formation through increased contact with the outside world, notably the world of work, and that, moreover, they help the individual and the group to understand social, moral, aesthetic, and economic values,"
ICPE-38-1981_RES1-FR_res_73,9,preambular,"Notant que l'effacement progressif des frontières entre le travail manuel et le travail intellectuel constitue une tendance positive,","Noting that the gradual blurring of the boundaries between manual labor and intellectual work constitutes a positive trend,"
ICPE-38-1981_RES1-FR_res_73,10,preambular,"Consciente que les formes que peut prendre l'interaction entre l'éducation et le travail productif varient d'un pays à l'autre,","Aware that the forms which interaction between education and productive work may take vary from one country to another,"
ICPE-38-1981_RES1-FR_res_73,11,preambular,"Considérant qu'étant donné l'évolution rapide à laquelle on assiste dans le domaine du travail, il importe que les formations dans les secteurs de technologies nouvelles soient introduites en même temps que seront développées les connaissances dans les secteurs traditionnels, et que l'éducation permanente offre aux jeunes et aux adultes des possibilités d'actualiser et d'améliorer régulièrement leurs connaissances théoriques et pratiques en fonction du progrès scientifique, technique, économique, culturel et social,","Considering that, given the rapid evolution taking place in the field of work, it is essential that training in new technology sectors be introduced simultaneously with the development of knowledge in traditional sectors, and that lifelong education provide young people and adults with opportunities to regularly update and improve their theoretical and practical knowledge in accordance with scientific, technical, economic, cultural, and social progress,"
ICPE-38-1981_RES1-FR_res_73,12,preambular,"Considérant en outre qu'il ressort nettement des recommandations des dernières conférences régionales de ministres de l'éducation organisées par l'Unesco qu'un des besoins les plus pressants des sociétés d'aujourd'hui, en particulier des sociétés en développement, est de produire une main-d'œuvre qualifiée adaptée à la situation de l'emploi et répondant aux exigences du développement, celles-ci étant notamment définies à la lumière des plans et programmes nationaux de développement économique et technique des sociétés en question,","Considering further that it clearly emerges from the recommendations of the latest regional conferences of ministers of education organized by UNESCO that one of the most urgent needs of today's societies, particularly developing societies, is to produce a skilled workforce adapted to the employment situation and meeting the requirements of development, these being notably defined in light of the national economic and technical development plans and programs of the societies in question,"
ICPE-38-1981_RES1-FR_res_73,13,preambular,"Notant en outre que les pays en développement, en particulier, sont loin de disposer des ressources permettant de satisfaire aux demandes les plus légitimes tendant à assurer l'interaction entre l'école, le travail productif et le monde du travail, et que de nombreux pays en développement sont préoccupés par l'insuffisance des infrastructures qui résulte du manque des ressources nécessaires pour acquérir les instruments et les équipements les plus simples et pour construire des installations convenant aux activités pratiques ou pour garantir un approvisionnement régulier en matériaux indispensables à la mise en œuvre des formes les plus rudimentaires de travail productif,","Noting furthermore that developing countries, in particular, are far from having the resources necessary to meet the most legitimate demands aimed at ensuring the interaction between school, productive work, and the world of employment, and that many developing countries are concerned about the inadequacy of infrastructures resulting from the lack of resources needed to acquire the simplest tools and equipment, to construct facilities suitable for practical activities, or to guarantee a steady supply of essential materials for the implementation of the most rudimentary forms of productive work,"
ICPE-38-1981_RES1-FR_res_73,14,preambular,"Tenant compte de ce qu'il existe un lien entre le droit à l'éducation et le droit au travail, et reconnaissant que l'éducation doit, dans toutes les sociétés, contribuer efficacement au bien-être matériel et culturel et au développement socio-économique et culturel,","Taking into account that there is a link between the right to education and the right to work, and recognizing that education must, in all societies, contribute effectively to material and cultural well-being as well as to socio-economic and cultural development,"
ICPE-38-1981_RES1-FR_res_73,15,preambular,"Considérant que la réussite d'un développement harmonieux de toute société est favorisée par la mobilisation de toutes les ressources humaines, sans distinction de sexe, impliquant en tout premier lieu la promotion réelle de l'égalité des chances au regard de l'enseignement et de la formation technique et professionnelle, facteurs de bien-être, de progrès culturel, social, technologique et économique,","Considering that the success of harmonious development in any society is fostered by the mobilization of all human resources, without distinction of gender, primarily involving the genuine promotion of equal opportunities in relation to education and technical and vocational training, which are factors of well-being, cultural, social, technological, and economic progress,"
ICPE-38-1981_RES1-FR_res_73,16,preambular,"Convaincue qu'il est essentiel de développer encore la coopération régionale et internationale dans le domaine de l'éducation pour promouvoir la paix, le respect mutuel et la compréhension entre les peuples,","Convinced that it is essential to further develop regional and international cooperation in the field of education to promote peace, mutual respect, and understanding among peoples,"
ICPE-38-1981_RES1-FR_res_73,17,preambular,"Et tenant compte des dispositions constitutionnelles en vigueur dans les divers Etats membres ainsi que des besoins et systèmes éducatifs particuliers de ceux-ci,","And taking into account the constitutional provisions in force in the various Member States as well as their specific needs and educational systems,"
ICPE-38-1981_RES1-FR_res_73,18,null,"Adopte, le 19 novembre 1981, la recommandation suivante, qu'elle soumet aux ministères de l'éducation, aux autres autorités et institutions compétentes des Etats membres et aux autres institutions du système des Nations Unies ayant des responsabilités dans ce domaine, ainsi qu'aux organisations non gouvernementales intéressées :","Adopts, on November 19, 1981, the following recommendation, which it submits to the ministries of education, other competent authorities and institutions of the Member States, as well as to other institutions of the United Nations system with responsibilities in this field, and to interested non-governmental organizations:"
ICPE-38-1981_RES1-FR_res_73,19,operative,"1. Les interactions entre l'éducation et le travail productif, celui-ci désignant les biens ou services matériels ou spirituels utiles à l'individu ou à la société sans qu'ils soient nécessairement rétribués, et compte étant tenu de l'apport formateur du secteur productif lui-même, devraient être réelles et permanentes,","1. The interactions between education and productive work, the latter referring to material or intellectual goods or services useful to the individual or society without necessarily being remunerated, and taking into account the formative contribution of the productive sector itself, should be genuine and continuous,"
ICPE-38-1981_RES1-FR_res_73,20,operative,"2. Les efforts visant à assurer ces interactions devraient être déployés comme il convient à tous les niveaux de l'éducation sous toutes ses formes et, tout en prévoyant une certaine indépendance des éléments en cause, mettre l'accent sur l'interdépendance entre la théorie et la pratique, sur la place et l'importance du travail productif au sein des valeurs sociales, esthétiques, culturelles, économiques et individuelles, et sur la meilleure formation possible générale et professionnelle.","2. Efforts to ensure these interactions should be undertaken at all levels of education in all its forms and, while allowing for a certain independence of the elements involved, should emphasize the interdependence between theory and practice, the role and importance of productive work within social, aesthetic, cultural, economic, and individual values, and the best possible general and professional training."
ICPE-38-1981_RES1-FR_res_73,21,operative,"3. Parmi les mesures tendant à assurer, à renforcer et à promouvoir ces interactions à différents niveaux de l'enseignement, peuvent figurer des dispositions propres à introduire ou à développer dans les programmes d'enseignement des activités créatrices ou productives et une participation à des activités socialement utiles ou à des travaux d'application réels à l'intérieur ou à l'extérieur des établissements d'enseignement,","3. Among the measures aimed at ensuring, strengthening, and promoting these interactions at various levels of education, there may be provisions intended to introduce or develop creative or productive activities within the curricula and participation in socially useful activities or in actual applied work inside or outside educational institutions,"
ICPE-38-1981_RES1-FR_res_73,22,operative,"4. L'interaction entre l'éducation et le travail productif devrait être assurée principalement de deux façons : (a) en introduisant le travail productif dans le processus éducatif, dans les écoles et les autres établissements d'enseignement; (b) en offrant aux personnes actives des conditions plus favorables pour poursuivre leur éducation sans interrompre leur activité professionnelle.","4. The interaction between education and productive work should be ensured mainly in two ways: (a) by introducing productive work into the educational process, in schools and other educational institutions; (b) by providing active individuals with more favorable conditions to continue their education without interrupting their professional activity."
ICPE-38-1981_RES1-FR_res_73,23,operative,"5. Les activités liées au monde du travail qui sont inscrites au programme des établissements d'enseignement (activités concrètement créatrices et travail productif dans les écoles ou participation à des activités socialement utiles et à un travail productif hors de ce cadre) devraient, comme il convient dans chaque cas et conformément aux structures nationales de l'éducation : (a) correspondre aux buts et aux objectifs de l'éducation, faire partie intégrante du processus éducatif et viser à maintenir un cadre d'enseignement approprié ou à améliorer les facteurs qui déterminent ce cadre ; (b) viser à assurer un développement équilibré des aptitudes physiques, affectives et mentales de chacun et de ses valeurs morales et esthétiques, dans son propre intérêt et dans celui de la société ; (c) apprendre aux élèves et aux étudiants à apprécier la valeur économique et sociale de différents types de travail et inculquer par l'éducation le respect des travailleurs et du monde du travail en général, tout en développant la capacité de chacun de choisir de façon appropriée et librement son domaine d'études, son travail et sa carrière en mettant en place des services d'orientation et de conseil dans les institutions et au niveau national ; (d) contribuer à la pertinence des programmes d'enseignement et à la promotion du développement économique, culturel et social de la collectivité, de la région ou du pays en cause, ainsi qu'au développement de l'individu et des groupes concernés; (e) contribuer à améliorer les perspectives d'emploi et de carrière de tout individu, quel que soit son sexe, en offrant à chacun des chances égales d'accéder à tous les niveaux de l'éducation formelle et non formelle et de la formation professionnelle et technologique dans les différents domaines des économies urbaines et rurales ; (f) promouvoir les recherches concernant la planification et la mise en œuvre des programmes d'enseignement, leur évaluation et leur développement, et le financement, l'administration, les méthodes, les matériels et la formation des maîtres; (g) promouvoir la compréhension des principes scientifiques fondamentaux appliqués dans les divers secteurs de la production. Les activités visées doivent être placées dans le cadre de l'éducation pour la compréhension, la coopération et la paix internationales et l'éducation relative aux droits de l'homme et aux libertés fondamentales.","5. The activities related to the world of work that are included in the curriculum of educational institutions (concretely creative activities and productive work within schools or participation in socially useful activities and productive work outside this framework) should, as appropriate in each case and in accordance with national education structures: (a) correspond to the aims and objectives of education, be an integral part of the educational process, and seek to maintain an appropriate teaching framework or improve the factors determining this framework; (b) aim to ensure the balanced development of each individual’s physical, affective, and mental aptitudes, as well as their moral and aesthetic values, for their own benefit and that of society; (c) teach pupils and students to appreciate the economic and social value of different types of work and to instill through education respect for workers and the world of work in general, while developing each person’s ability to appropriately and freely choose their field of study, work, and career through guidance and counseling services within institutions and at the national level; (d) contribute to the relevance of curricula and to promoting the economic, cultural, and social development of the community, region, or country concerned, as well as the development of the individual and the groups involved; (e) contribute to improving employment and career prospects for every individual, regardless of gender, by offering equal opportunities to access all levels of formal and non-formal education and vocational and technological training in various sectors of urban and rural economies; (f) promote research concerning the planning and implementation of curricula, their assessment and development, as well as financing, administration, methods, materials, and teacher training; (g) promote understanding of the fundamental scientific principles applied across the diverse sectors of production. The activities in question should be framed within education for understanding, international cooperation and peace, and education relating to human rights and fundamental freedoms."
