text_id,para_number,Correct,type_current,type,para,para_en
ICPE-22-1959_RES1-FR_res_48,17,operative,null,operative,"EDITION DES MANUELS 8. Dans les pays où l'initiative privée a un rôle à jouer dans l'édition des manuels à l'usage des écoles primaires, les autorités scolaires pourraient organiser des concours entre les maisons d'édition en vue d'améliorer la qualité des ouvrages publiés et d'en réduire le prix de revient.","PUBLISHING OF TEXTBOOKS 8. In countries where private initiative plays a role in the publishing of textbooks for primary schools, educational authorities could organize competitions among publishing houses with the aim of improving the quality of the published works and reducing their production costs."
ICPE-22-1959_RES1-FR_res_48,18,,operative,operative,"9. Quelle que soit la formule adoptée pour l'édition des manuels scolaires, il convient de tout mettre en œuvre pour que s'accentue l'amélioration qui a été constatée, au cours de ces dernières années, au point de vue de la typographie, de l'illustration, de la reliure, etc.","9. Regardless of the method chosen for the publication of school textbooks, every effort should be made to further enhance the improvements observed in recent years in terms of typography, illustration, binding, and so forth."
ICPE-22-1959_RES1-FR_res_48,19,,operative,operative,"10. Dans les pays où la faible production ne permet pas que tout élève dispose des livres qu'exigerait la stricte application des programmes de chaque classe, il importe de prendre des mesures d'urgence donnant à l'édition des manuels la priorité sur la production des catégories de matériel scolaire moins indispensables.","10. In countries where low production does not allow every student to have the books required by the strict application of the curricula for each grade, it is essential to take urgent measures prioritizing the publication of textbooks over the production of less essential categories of school materials."
ICPE-22-1959_RES1-FR_res_48,20,,operative,operative,"11. En accord avec les autres instances intéressées (économie nationale, finances, douanes, etc.), les autorités scolaires devraient étudier les moyens de rationaliser au maximum la production et éventuellement l'importation des manuels, ce qui devrait permettre d'en réduire le prix de revient et le prix de vente sans en diminuer la qualité.","11. In agreement with other concerned bodies (national economy, finance, customs, etc.), educational authorities should examine ways to maximize the rationalization of the production and, if necessary, the importation of textbooks, which should allow for a reduction in both production costs and sales prices without compromising quality."
ICPE-22-1959_RES1-FR_res_48,21,,operative,operative,"12. Les pays que l'insuffisance de moyens d'édition contraint à recourir à la production étrangère ont tout intérêt à exiger que les manuels scolaires qu'il leur faut importer s'adaptent, dans toute la mesure du possible, à leurs programmes d'études et à leurs caractéristiques nationales.","12. Countries whose limited publishing resources compel them to resort to foreign production have a strong interest in requiring that the textbooks they need to import be adapted, as far as possible, to their educational programs and national characteristics."
ICPE-22-1959_RES1-FR_res_48,22,,operative,operative,"13. Dans les pays de type centralisé où les manuels scolaires sont édités pour être utilisés sur l'ensemble du territoire, il y a lieu de prévoir certaines adaptations qui tiendraient compte des différences régionales, sinon locales, notamment pour la géographie et les sciences naturelles.","13. In centralized countries where textbooks are published for use throughout the entire territory, it is advisable to provide for certain adaptations that take into account regional, if not local, differences, particularly in geography and natural sciences."
ICPE-22-1959_RES1-FR_res_48,23,,operative,operative,"14. Dans les pays de type décentralisé qui ont adopté la formule de l'édition officielle des manuels, les autorités scolaires des différentes circonscriptions administratives devraient se concerter pour éditer en commun les manuels scolaires traitant de certaines disciplines, de manière à en augmenter le tirage et à en réduire le prix de revient. — 194 —","14. In decentralized countries that have adopted the official publication of textbooks, the educational authorities of the different administrative districts should consult with one another to jointly publish textbooks covering certain subjects, in order to increase print runs and reduce production costs."
ICPE-22-1959_RES1-FR_res_48,24,,operative,operative,"15. Il convient d'apporter un soin tout particulier à la lisibilité (choix du corps des caractères et disposition typographique), surtout dans le cas des livres de lecture destinés aux débutants.","15. Particular care should be given to legibility (choice of typeface and typographical layout), especially in the case of reading books intended for beginners."
ICPE-22-1959_RES1-FR_res_48,25,,operative,operative,"16. Bien que les illustrations contribuent à accroître le prix de revient des manuels scolaires, notamment lorsqu'il s'agit d'illustrations en couleurs, il convient de tenir compte de l'aide qu'elles peuvent offrir pour la compréhension et l'assimilation du texte, surtout dans certaines disciplines à caractère abstrait, où elles sont nécessaires, et dans le cas des manuels destinés aux débutants.","16. Although illustrations contribute to increasing the production cost of school textbooks, particularly when they are in color, consideration should be given to the assistance they can provide for the understanding and assimilation of the text, especially in certain disciplines of an abstract nature, where they are necessary, and in the case of textbooks intended for beginners."
ICPE-22-1959_RES1-FR_res_48,26,,operative,operative,"17. La présentation artistique des manuels scolaires constituant un des éléments les plus directs de l'éducation esthétique des élèves, il conviendrait de s'inspirer des progrès réalisés dans les domaines du livre récréatif et du livre instructif.","17. Since the artistic presentation of school textbooks constitutes one of the most direct elements of students’ aesthetic education, it would be appropriate to draw inspiration from the advances made in the fields of recreational and educational books."
ICPE-22-1959_RES1-FR_res_48,27,,operative,operative,"18. Etant donné l'usage constant auquel sont soumis les manuels scolaires, il convient de prendre en considération le problème de la solidité de la reliure et celui de la qualité du papier.","18. Given the constant use to which school textbooks are subjected, it is necessary to take into account the issue of the durability of the binding and the quality of the paper."
ICPE-22-1959_RES1-FR_res_48,28,,operative,operative,"CHOIX DES MANUELS 19. Dans les pays où l'édition des manuels scolaires à l'usage des écoles primaires relève de l'initiative privée ou n'est pas du ressort exclusif des autorités scolaires, l'un des meilleurs moyens de s'assurer de leur qualité consiste à établir et à tenir à jour des listes de manuels sélectionnés parmi lesquels s'effectuera le choix définitif pour chaque école ou groupe d'écoles.","SELECTION OF TEXTBOOKS 19. In countries where the publication of textbooks for primary schools is carried out by private initiative or is not exclusively under the authority of educational authorities, one of the best ways to ensure their quality is to establish and maintain updated lists of selected textbooks from which the final choice will be made for each school or group of schools."
ICPE-22-1959_RES1-FR_res_48,29,,operative,operative,"20. Les commissions chargées d'établir les listes de manuels sélectionnés devront agir en toute objectivité, en tenant compte de la valeur pédagogique et scientifique des ouvrages, de leur présentation et de leur prix de vente, ainsi que des réactions éventuelles des parents d'élèves; ces commissions devront, en tout cas, comprendre des représentants du personnel enseignant primaire.","20. The committees responsible for establishing the lists of selected textbooks must act with complete objectivity, taking into account the educational and scientific merit of the works, their presentation, and their sale price, as well as any potential feedback from the students' parents; these committees must, in any case, include representatives of the primary teaching staff."
ICPE-22-1959_RES1-FR_res_48,30,,operative,operative,"21. Lorsque les maitres ont le libre choix des manuels, il convient, dans l'intérêt des élèves et de l'enseignement, que toutes mesures soient prises pour s'assurer de la validité de ce choix et pour maintenir la progression normale de l'enseignement d'une classe à l'autre.","21. When teachers have the freedom to choose their textbooks, it is appropriate, in the interest of the students and the quality of education, to take all necessary measures to ensure the validity of this choice and to maintain the normal progression of instruction from one grade to the next."
ICPE-22-1959_RES1-FR_res_48,31,operative,null,operative,DISTRIBUTION ET ACQUISITION DES MANUELS 22. La distribution gratuite des manuels scolaires à tous les élèves de l'école primaire est la conséquence logique du principe de l'obligation scolaire.,DISTRIBUTION AND ACQUISITION OF TEXTBOOKS 22. The free distribution of textbooks to all primary school students is the logical consequence of the principle of compulsory education.
ICPE-22-1959_RES1-FR_res_48,32,,operative,operative,"23. Dans les pays où le manque de ressources financières empêche la stricte application de ce principe, la distribution gratuite des manuels scolaires doit s'étendre aussi largement que possible à toutes les catégories d'enfants qui rencontrent des difficultés à se les procurer; à cet effet, les autorités scolaires et le personnel enseignant, en collaboration avec les associations de parents d'élèves et les coopératives scolaires, devront trouver les moyens de fournir gratuitement des manuels à tous les élèves qui ne peuvent les acheter. 195","23. In countries where a lack of financial resources prevents the strict application of this principle, the free distribution of textbooks should be extended as widely as possible to all categories of children who face difficulties in obtaining them; to this end, the educational authorities and teaching staff, in collaboration with parents' associations and school cooperatives, must find ways to provide free textbooks to all students who cannot afford to purchase them."
ICPE-22-1959_RES1-FR_res_48,33,,operative,operative,"24. Il est souhaitable que les manuels scolaires, en particulier ceux de la dernière année d'études primaires, demeurent la propriété de l'élève de manière à constituer le noyau d'une petite bibliothèque personnelle pour entretenir chez lui l'amour et le respect du livre, ainsi que le goût de la culture.","24. It is desirable that school textbooks, particularly those used in the final year of primary education, remain the property of the student so as to form the core of a small personal library that fosters at home a love and respect for books, as well as an appreciation for culture."
ICPE-22-1959_RES1-FR_res_48,34,,operative,operative,"25. Lorsque la distribution gratuite des manuels s'effectue à titre de prêt, des mesures d'hygiène appropriées devront être appliquées avant que les ouvrages soient remis en circulation; il faudra également s'assurer que l'etat de chaque volume permet de l'utiliser à nouveau.","25. When the free distribution of textbooks is carried out on a loan basis, appropriate hygiene measures must be applied before the books are put back into circulation; it must also be ensured that the condition of each volume allows it to be used again."
ICPE-22-1959_RES1-FR_res_48,35,,operative,operative,"26. Lorsque l'acquisition des manuels incombe aux parents ou aux responsables de l'enfant, des dispositions spéciales, pouvant aller jusqu'à la réglementation du prix de vente, devront être prises pour que l'achat de ces manuels ne constitue pas une charge excessive.","26. When the acquisition of textbooks is the responsibility of the parents or guardians of the child, special provisions, which may include price regulation, must be implemented to ensure that the purchase of these textbooks does not constitute an undue financial burden."
ICPE-22-1959_RES1-FR_res_48,36,,operative,operative,"QUESTIONS D'ORDRE DIDACTIQUE 27. Les manuels scolaires à l'usage des écoles primaires doivent refléter les progrès accomplis par les sciences de l'éducation, faciliter l'emploi de méthodes adaptées à la psychologie de l'enfant et répondre à l'usage qui en sera fait par les maîtres et par les élèves.","DIDACTIC ISSUES 27. Textbooks intended for primary schools must reflect the advances made in educational sciences, facilitate the use of methods suited to the child's psychology, and meet the needs of both teachers and students."
ICPE-22-1959_RES1-FR_res_48,37,,operative,operative,"28. Lors de l'élaboration des manuels, il convient non seulement de rechercher une présentation logique de la matière, mais aussi et surtout de tenir compte des intérêts et des capacités mentales des élèves.","28. In the development of textbooks, it is necessary not only to seek a logical presentation of the material but also, and above all, to take into account the interests and mental capacities of the students."
ICPE-22-1959_RES1-FR_res_48,38,,operative,operative,"29. Tout manuel scolaire doit offrir, par la matière qu'il contient, un ensemble de faits, d'idées, de suggestions (textes, documents, illustrations, cartes, graphiques, questions, etc.); il doit aussi rendre possible ou même nécessaire l'emploi de méthodes qui favorisent l'échange d'idées entre le maitre et ses élèves, ainsi que la pratique du travail personnel.","29. Every school textbook must provide, through its content, a collection of facts, ideas, and suggestions (texts, documents, illustrations, maps, graphs, questions, etc.); it must also make possible or even necessary the use of methods that promote the exchange of ideas between the teacher and the students, as well as the practice of individual work."
ICPE-22-1959_RES1-FR_res_48,39,,operative,operative,"30. Il convient de tout mettre en œuvre pour que les données des manuels scolaires correspondent à la réalité des faits et soient tenues à jour, surtout en matière de statistiques et de notions scientifiques.","30. Every effort should be made to ensure that the content of school textbooks corresponds to the reality of the facts and is kept up to date, especially with regard to statistics and scientific knowledge."
ICPE-22-1959_RES1-FR_res_48,40,,operative,operative,31. Les manuels ne doivent pas se référer à des notions autres que celles qui figurent au programme appliqué dans les classes auxquelles ils sont destinés.,31. Textbooks must not refer to concepts other than those included in the curriculum applied in the classes for which they are intended.
ICPE-22-1959_RES1-FR_res_48,41,operative,null,operative,"32. Le manuel scolaire est une aide pour le maître et ses élèves et ne doit pas être considéré comme un oreiller de paresse; le maître doit faire comprendre et mettre en relief les idées essentielles du livre; les élèves trouveront dans celui-ci un complément, un guide et un aide-mémoire.","The textbook is an aid for the teacher and their students and should not be regarded as a crutch; the teacher must help to explain and highlight the essential ideas of the book; students will find in it a supplement, a guide, and a memory aid."
ICPE-22-1959_RES1-FR_res_48,42,,operative,operative,"33. Lorsque le sujet s'y prête et quand la méthode d'enseignement le permet, il y aurait avantage à ce que chaque leçon ou chaque chapitre du manuel soit suivi d'une série de questions et de sujets d'activités ou de travaux pratiques propres à assurer le contrôle et la consolidation des connaissances acquises et à contribuer à la formation de l'esprit de l'enfant et au développement de ses aptitudes.","33. When the subject allows and the teaching method permits, it would be beneficial for each lesson or chapter of the textbook to be followed by a series of questions and topics for activities or practical work designed to ensure the assessment and consolidation of the knowledge acquired, and to contribute to the development of the child's mind and skills."
ICPE-22-1959_RES1-FR_res_48,43,,operative,operative,"34. Le manuel scolaire ne doit pas servir uniquement à l'assimilation de notions essentielles et à la mémorisation d'éléments indispensables; il doit comprendre, chaque fois que la discipline s'y prête, un choix d'extraits — 196 — d'ouvrages spécialisés favorisant l'acquisition personnelle du savoir et ouvrant à l'esprit des horizons plus larges.","34. The textbook should not be used solely for the assimilation of essential concepts and the memorization of indispensable elements; it must include, whenever the subject allows, a selection of excerpts from specialized works that promote personal acquisition of knowledge and broaden the mind’s horizons."
ICPE-22-1959_RES1-FR_res_48,44,operative,null,operative,"35. Un soin tout particulier doit être apporté au vocabulaire et au style utilisés pour les manuels à l'usage des écoles primaires, afin que la lecture ne présente pas de difficultés venant s'ajouter à celles du savoir à assimiler.","Special care must be taken with the vocabulary and style used in textbooks intended for primary schools, so that reading does not present difficulties that add to those of the knowledge to be assimilated."
ICPE-22-1959_RES1-FR_res_48,45,,operative,operative,36. Il conviendrait de prévoir l'introduction simultanée de nouveaux manuels scolaires et de nouveaux programmes d'études lorsque ces derniers présentent des différences d'inspiration ou des modifications sensibles par rapport à ceux qu'ils remplacent.,36. It would be appropriate to plan the simultaneous introduction of new textbooks and new curricula when the latter exhibit differences in approach or significant changes compared to those they replace.
ICPE-22-1959_RES1-FR_res_48,46,,operative,operative,"37. Outre les manuels scolaires distribués individuellement aux élèves de l'école primaire, il convient de mettre à leur disposition des ouvrages de consultation et de référence, afin de donner à chacun le goût de la recherche personnelle; la bibliothèque scolaire ou la bibliothèque de classe devient ainsi un complément indispensable du manuel scolaire.","37. In addition to the textbooks distributed individually to primary school students, it is appropriate to provide them with consultation and reference works in order to cultivate in each pupil a taste for independent research; the school library or classroom library thus becomes an indispensable complement to the textbook."
ICPE-22-1959_RES1-FR_res_48,47,,operative,operative,"38. Il y a lieu d'encourager le courant qui se fait jour dans plusieurs pays en faveur de la généralisation des manuels didactiques ou livres du maître, ouvrages conçus en étroit rapport avec les manuels scolaires adoptés dans la classe.","38. It is appropriate to encourage the emerging trend in several countries towards the widespread use of instructional manuals or teachers' books, works designed closely in connection with the textbooks adopted in the classroom."
ICPE-22-1959_RES1-FR_res_48,48,operative,null,operative,"LES MANUELS ET LA COLLABORATION INTERNATIONALE 39. Les manuels scolaires à l'usage des écoles primaires doivent contribuer d'une manière positive à la compréhension internationale, en vue de développer la fraternité universelle et une collaboration effective entre les peuples; il importe donc que tous les pays prennent des mesures pour que les divers manuels soient exempts de tout élément pouvant porter atteinte à la compréhension entre les peuples, entre les groupes sociaux, entre les races et entre les religions.","TEXTBOOKS AND INTERNATIONAL COOPERATION 39. Textbooks intended for use in primary schools must contribute positively to international understanding, with the aim of fostering universal brotherhood and effective collaboration among peoples; it is therefore important that all countries take measures to ensure that various textbooks are free from any elements that could harm understanding among peoples, social groups, races, and religions."
ICPE-22-1959_RES1-FR_res_48,49,,operative,operative,"40. Il est hautement souhaitable que, suivant l'exemple déjà donné par de nombreux pays, des commissions mixtes d'éducateurs et d'experts sur les points litigieux se constituent dans le dessein d'éliminer des manuels tout ce qui pourrait nuire à la compréhension entre leurs peuples respectifs; les organisations internationales d'éducation sont particulièrement bien placées pour promouvoir la constitution de telles commissions mixtes.","40. It is highly desirable that, following the example already set by many countries, joint commissions of educators and experts on contentious issues be established with the aim of eliminating from textbooks anything that could hinder understanding between their respective peoples; international educational organizations are particularly well placed to promote the formation of such joint commissions."
ICPE-22-1959_RES1-FR_res_48,50,,operative,operative,"41. Les manuels scolaires doivent être entièrement imprégnés de l'esprit de respect sincère envers les autres peuples et de l'idée de compréhension et de collaboration internationales; lorsque le sujet traité s'y prête, ils doivent donner de plus amples renseignements sur les autres pays et sur le rôle des organisations internationales.","41. School textbooks must be thoroughly imbued with a spirit of sincere respect for other peoples and with the concept of international understanding and cooperation; when the subject matter permits, they should provide more detailed information about other countries and the role of international organizations."
ICPE-22-1959_RES1-FR_res_48,51,operative,null,operative,"42. Les collections internationales de manuels ont rendu, et sont appelées à rendre chaque jour davantage, de grands services aux auteurs et aux éditeurs; l'existence de ces collections internationales devrait être connue des autorités scolaires, des maitres, des auteurs et des éditeurs.","42. International collections of textbooks have provided, and are called upon to provide increasingly, significant services to authors and publishers; the existence of these international collections should be made known to educational authorities, teachers, authors, and publishers."
ICPE-22-1959_RES1-FR_res_48,52,,operative,operative,"43. Il y a un intérêt indéniable à ce que les collections internationales de manuels scolaires soient aussi complètes ou aussi représentatives que 197 possible; des procédures, qui ne seront pas forcément les mêmes pour tous les pays, doivent être mises au point en vue de réaliser cet objectif et de tenir ces collections à jour.","43. There is an undeniable interest in ensuring that international collections of school textbooks are as complete or as representative as possible; procedures, which will not necessarily be the same for all countries, must be developed in order to achieve this objective and to keep these collections up to date."
ICPE-22-1959_RES1-FR_res_48,53,,operative,operative,44. Les centres nationaux et internationaux de documentation pédagogique devraient tenir à jour des collections de manuels scolaires et organiser des échanges de manuels entre les divers pays intéressés.,44. National and international centers for educational documentation should maintain up-to-date collections of textbooks and organize exchanges of textbooks among the various interested countries.
ICPE-22-1959_RES1-FR_res_48,54,operative,null,operative,"45. Les expositions temporaires de manuels scolaires présentant, outre les manuels utilisés dans le pays, des spécimens de manuels en usage à l'étranger, constituent l'un des moyens les plus efficaces de promouvoir l'amélioration des manuels à tous les points de vue.","Temporary exhibitions of textbooks presenting, in addition to the textbooks used in the country, specimens of textbooks in use abroad, constitute one of the most effective means of promoting the improvement of textbooks in all respects."
ICPE-22-1959_RES1-FR_res_48,55,,operative,operative,"46. Au moment d'entreprendre la revision de leurs manuels scolaires, les responsables des nouvelles éditions seront bien inspirés, soit d'envoyer des spécialistes consulter les collections internationales de manuels existantes, soit de demander en prêt des spécimens de manuels en usage dans d'autres pays.","46. When undertaking the revision of their textbooks, those responsible for the new editions would do well either to send specialists to consult the existing international collections of textbooks or to request loans of specimens of textbooks in use in other countries."
ICPE-22-1959_RES1-FR_res_48,56,,operative,operative,"47. Dans leurs programmes d'assistance technique, les organisations internationales et les organismes intergouvernementaux devraient prévoir l'envoi, dans les pays qui en feraient la demande, d'experts spécialisés dans l'élaboration et l'édition de manuels à l'usage des écoles primaires.","47. In their technical assistance programs, international organizations and intergovernmental bodies should arrange for the dispatch of experts specialized in the development and publication of textbooks for primary schools to countries that request such support."
ICPE-25-1962_RES1-FR_res_55,1,,null,null,"La Conférence internationale de l'instruction publique. Convoquée à Genève par l'Organisation des Nations Unies pour 1 éducation, la science et la culture et le Bureau international d'Education, et s'y étant réunie le deux juillet mil neuf cent soixante-deux en sa vingt-cinquième session, adopte le treize juillet mil neuf cent soixante-deux la recommandation suivante: — 181 — La Conférence,","The International Conference on Public Education. Convened in Geneva by the United Nations Educational, Scientific and Cultural Organization and the International Bureau of Education, and having met there on the second of July nineteen sixty-two in its twenty-fifth session, adopts on the thirteenth of July nineteen sixty-two the following recommendation: — 181 — The Conference,"
ICPE-25-1962_RES1-FR_res_55,2,,preambular,preambular,"Considérant que les enfants de tous les pays ont le droit d’être instruits et éduqués par des maîtres présentant toutes garanties du point de vue de la formation générale et pédagogique,","Considering that children in all countries have the right to be taught and educated by teachers who provide full guarantees in terms of general and pedagogical training,"
ICPE-25-1962_RES1-FR_res_55,3,,preambular,preambular,"Considérant la complexité croissante des responsabilités éducatives de l'école, les progrès rapides de la science et l’évolution constante des théories et méthodes pédagogiques comme de la culture en général,","Considering the increasing complexity of the educational responsibilities of the school, the rapid advances in science, and the constant evolution of pedagogical theories and methods as well as culture in general,"
ICPE-25-1962_RES1-FR_res_55,4,,preambular,preambular,"Considérant que, tout au long de sa carrière, chaque maître doit pouvoir élargir son horizon, améliorer sa culture générale et sa formation pédagogique, et éventuellement acquérir une nouvelle qualification professionnelle,","Whereas, throughout their career, every teacher must have the opportunity to broaden their horizons, enhance their general knowledge and pedagogical training, and, if necessary, acquire new professional qualifications,"
ICPE-25-1962_RES1-FR_res_55,5,,preambular,preambular,"Considérant que les maîtres insuffisamment qualifiés étant de plus en plus nombreux en raison des difficultés de recrutement, il est d'autant plus urgent de leur assurer une formation générale et professionnelle adéquate,","Considering that the number of insufficiently qualified teachers is increasing due to recruitment difficulties, it is all the more urgent to provide them with adequate general and professional training,"
ICPE-25-1962_RES1-FR_res_55,6,,preambular,preambular,"Considérant que les autorités scolaires doivent faire tout ce qui est en leur pouvoir pour assurer ou tout au moins faciliter le perfectionnement, sous ses divers aspects, du personnel enseignant en fonctions,","Whereas the school authorities must do everything in their power to ensure or at least facilitate the professional development, in its various aspects, of the teaching staff in service,"
ICPE-25-1962_RES1-FR_res_55,7,,preambular,preambular,"Considérant que, pour des raisons diverses et notamment du fait de leur situation matérielle, il est parfois difficile aux maîtres primaires de bénéficier des moyens directs ou indirects de perfectionnement qui leur sont nécessaires.","Considering that, for various reasons, and notably due to their financial situation, it is sometimes difficult for primary school teachers to benefit from the direct or indirect means of professional development that they require."
ICPE-25-1962_RES1-FR_res_55,8,,preambular,preambular,"Considérant la Recommandation n° 36 concernant la formation du personnel enseignant primaire, adoptée en 1953 par la Conférence internationale de l'instruction publique lors de sa seizième session, en particulier les articles 55 à 64 consacrés au perfectionnement des maîtres primaires en fonctions,","Considering Recommendation No. 36 concerning the training of primary teaching staff, adopted in 1953 by the International Conference on Public Instruction during its sixteenth session, in particular articles 55 to 64 devoted to the in-service training of primary teachers,"
ICPE-25-1962_RES1-FR_res_55,9,,preambular,preambular,"Considérant qu’en dépit d'aspirations semblables, des pays dont la situation est très différente se doivent d’apporter des solutions diverses au problème du perfectionnement des maîtres primaires en exercice,","Considering that despite similar aspirations, countries with very different circumstances must provide diverse solutions to the problem of in-service training for primary school teachers,"
ICPE-25-1962_RES1-FR_res_55,10,,null,null,Soumet aux Ministères de l'instruction publique des différents paya la recommandation suivante:,Submits the following recommendation to the Ministries of Public Instruction of the various countries:
ICPE-25-1962_RES1-FR_res_55,11,,operative,operative,"Organisation du perfectionnement 1. Il devient de plus en plus nécessaire d'organiser systématiquement le perfectionnement des maîtres primaires en exercice, qu’il s'agisse pour les instituteurs sans préparation suffisante de compléter leur formation générale et pédagogique ou pour les maîtres qualifiés de se tenir au courant des nouvelles méthodes et techniques, d’élargir leur culture générale et, le cas échéant, d’acquérir de nouvelles qualifications.","Organization of training 1. It is becoming increasingly necessary to systematically organize the professional development of active primary school teachers, whether it involves completing the general and pedagogical education of instructors lacking sufficient preparation or enabling qualified teachers to keep abreast of new methods and techniques, broaden their general knowledge, and, where appropriate, acquire new qualifications."
ICPE-25-1962_RES1-FR_res_55,12,,operative,operative,"— 182 — 2. Selon le système d’enseignement propre à chaque pays, l’organisation du perfectionnement sera confiée à l’un ou à l’autre des services existants de l'enseignement primaire, ou à un organisme spécial opérant en étroite liaison avec lesdits services.","— 182 — 2. According to the education system specific to each country, the organization of professional development will be entrusted to one or the other of the existing primary education services, or to a special body operating in close connection with these services."
ICPE-25-1962_RES1-FR_res_55,13,,operative,operative,3. Les autorités scolaires ont tout intérêt à solliciter l'avis et le concours des associations de maîtres et d’autres institutions ou groupements appelés à jouer un rôle important dans l’organisation du perfectionnement.,3. Educational authorities have every interest in seeking the advice and cooperation of teachers' associations and other institutions or groups expected to play an important role in the organization of further training.
ICPE-25-1962_RES1-FR_res_55,14,,operative,operative,4. L’initiative privée devra bénéficier de l'appui moral et matériel des autorités scolaires partout où elle participe effectivement au perfectionnement des maîtres primaires en exercice.,4. Private initiative must receive the moral and material support of the school authorities wherever it effectively contributes to the professional development of practicing primary school teachers.
ICPE-25-1962_RES1-FR_res_55,15,,operative,operative,"5. Quelle que soit l’organisation du perfectionnement des maîtres primaires en exercice, il est essentiel qu’à sa mise en pratique et à l’évaluation des résultats obtenus soient associés de manière étroite et coordonnée les directeurs d’école, le personnel enseignant des établissements chargés de la formation des maîtres, les conseillers pédagogiques, les inspecteurs de l'enseignement primaire, les instituts pédagogiques de niveau universitaire, ainsi que les professeurs ou spécialistes d’autres disciplines dont l’enseignement pourrait contribuer à élargir la culture générale des maîtres.","5. Regardless of the organization of in-service training for primary school teachers, it is essential that the implementation and the evaluation of the results achieved involve in a close and coordinated manner the school principals, the teaching staff of institutions responsible for teacher training, educational advisors, primary education inspectors, university-level pedagogical institutes, as well as professors or specialists from other disciplines whose teaching could contribute to broadening the general knowledge of the teachers."
ICPE-25-1962_RES1-FR_res_55,16,,operative,operative,"Catégories de bénéficiaires 6. Pour l’organisation du perfectionnement des maîtres primaires en exercice, les autorités responsables devront considérer trois grandes catégories de bénéficiaires: a) les maîtres non qualifiés; b) les maîtres qualifiés qui sont appelés à compléter leurs connaissances générales et à améliorer leurs méthodes et techniques d’enseignement; c) les maîtres qualifiés qui désirent acquérir des qualifications supplémentaires ou se préparer à de nouvelles fonctions dans le cadre de l’enseignement.","Categories of beneficiaries 6. For the organization of the in-service training of primary school teachers, the responsible authorities must consider three main categories of beneficiaries: a) unqualified teachers; b) qualified teachers who need to complete their general knowledge and improve their teaching methods and techniques; c) qualified teachers who wish to acquire additional qualifications or prepare for new roles within the framework of education."
ICPE-25-1962_RES1-FR_res_55,17,,operative,operative,7. La nécessité d’assurer une formation adéquate aux maîtres primaires non qualifiés s'impose dans tous les pays où la pénurie de personnel enseignant contraint les autorités scolaires à recruter des personnes ne possédant pas les qualifications normalement exigées.,7. The need to provide adequate training to unqualified primary school teachers is imperative in all countries where the shortage of teaching staff compels educational authorities to recruit individuals who do not possess the normally required qualifications.
ICPE-25-1962_RES1-FR_res_55,18,,operative,operative,"8. Si complète que soit la formation professionnelle des maîtres primaires, les autorités scolaires doivent veiller à ce que, tout au long de leur carrière, les intéressés aient l'occasion d’élargir et d’approfondir leur culture générale, de mettre à jour leurs connaissances pédagogique.* et de se familiariser avec les nouvelles méthodes et techniques d’enseignement.","8. Regardless of how comprehensive the professional training of primary teachers may be, the educational authorities must ensure that, throughout their careers, the individuals concerned have the opportunity to broaden and deepen their general education, update their pedagogical knowledge, and become familiar with new teaching methods and techniques."
ICPE-25-1962_RES1-FR_res_55,19,,operative,operative,"9. Dans l'intérêt même de l’enseignement les autorités scolaires doivent prendre les dispositions nécessaires pour permettre aux maîtres primaires qui le desirent de préparer un diplôme de niveau supérieur, de faire des études pédagogiques spécialisées ou de. se qualifier pour de nouvelles fonctions dans le cadre de l’enseignement. — 183 —","9. In the very interest of education, the school authorities must take the necessary measures to enable primary teachers who so desire to prepare for a higher-level diploma, to undertake specialized pedagogical studies, or to qualify for new functions within the framework of education."
ICPE-25-1962_RES1-FR_res_55,20,,operative,operative,"10. Le caractère obligatoire ou facultatif de la participation aux moyens de perfectionnement devrait dépendre, notamment de la catégorie de bénéficiaires et des modalités de perfectionnement.","10. Whether participation in professional development activities is mandatory or optional should depend, in particular, on the category of beneficiaries and the modalities of the professional development."
ICPE-25-1962_RES1-FR_res_55,21,,operative,operative,"Modalités de perfectionnement 11. Etant donné le nombre croissant, de moyens qui peuvent favoriser le perfectionnement des maîtres primaires en exercice, il y aura avantage à opter pour ceux de ces moyens qui répondent le mieux : a) aux besoins propres à chaque catégorie de bénéficiaires ; b) aux ressources matérielles ou autres dont on dispose ; c) aux caractéristiques et aux besoins de l’enseignement primaire dans le pays considéré.","Methods of professional development 11. Given the increasing number of means that can facilitate the professional development of in-service primary school teachers, it would be advantageous to select those means that best meet: a) the specific needs of each category of beneficiaries; b) the available material or other resources; c) the characteristics and requirements of primary education in the country concerned."
ICPE-25-1962_RES1-FR_res_55,22,,operative,operative,"12. Lorsqu'il s’agit d'assurer une formation adéquate aux maîtres non qualifies, cette formation devrait présenter un caractère systématique et régulier et sa durée devrait Être fonction avant tout du niveau des participants, la création d’établissements spécialisés pouvant être envisagée à cet effet.","12. When it comes to providing adequate training for unqualified teachers, this training should be systematic and regular in nature, and its duration should primarily depend on the participants' level, with the establishment of specialized institutions being a possible consideration for this purpose."
ICPE-25-1962_RES1-FR_res_55,23,,operative,operative,"13. Lorsqu'il s’agit de compléter ou de renouveler les connaissances d'ordre général ou pédagogique du personnel enseignant qualifié, il importe également de mettre au point un programme systématique de perfectionnement.","13. When it comes to supplementing or renewing the general or pedagogical knowledge of qualified teaching staff, it is also important to develop a systematic in-service training program."
